1: Main Flora Type,1: Main Flora Type,2a: Aquatic Sub-Habitat or 2b: Other Sub-Habitat,2c: Rarity,3: Grouping,4: Size,5: Main Body,5a: Branches,5b: Roots,5c: Surface For Main Body,5d: Color For  Main Body,5e: Color Pattern For Main Body,5c: Surface For Branches,5d: Color For  Branches,5e: Color Pattern For Branches,5c: Surface For Roots,5d: Color For  Roots,5e: Color Pattern For Roots,6: Leaves,6a: Leaf Location,6b: Leaf Shape,6c: Leaf Margin,6c: Leaf Surface,6d: Leaf Venation,6e: Leaf Numbers,5c: Surface For Leaves,5d: Color For  Leaves,5e: Color Pattern For Leaves,7: Reproduction,7a: Seeds,7b: Primary Dispersal,7c: Flower Type,7d: Flower Shape,7e: Flower Size,7f: Pedal Shape,7g: Pedal Surface,7h: Flower Location,7i: Flower Scent,7j: Flower Frequency,5c: Surface For Flowers,5d: Color For  Flowers,7k: Flower Pattern,7l: Stamens,7m: Pistils,8: Diet,8a: Tropism,9: Sentience,9a: Sentience Type,10: Edibility For Leaves,10a: Edible Preparation For Leaves or 10c: Medicinal Preparation For Leaves,10b: Medicinal Properties For Leaves,10: Edibility For Flowers,10a: Edible Preparation For Flowers or 10c: Medicinal Preparation For Flowers,10b: Medicinal Properties For Flowers,10: Edibility For Fruit,10a: Edible Preparation For Fruit or 10c: Medicinal Preparation For Fruit,10b: Medicinal Properties For Fruit,10: Edibility For Bark,10a: Edible Preparation For Bark or 10c: Medicinal Preparation For Bark,10b: Medicinal Properties For Bark,10: Edibility For Stems,10a: Edible Preparation For Stems or 10c: Medicinal Preparation For Stems,10b: Medicinal Properties For Stems,10: Edibility For Roots,10a: Edible Preparation For Roots or 10c: Medicinal Preparation For Roots,10b: Medicinal Properties For Roots,
Woody,Terrestrial,Forest / Jungle,Uncommon,Medium Patch (12-120),Average (25cm-1m),Creeper Vine,Random,Tap,Smooth & Flaky,Silver,N/A,Waxy,Gold,N/A,Rough,Copper,N/A,Compound,Random Interval,Palmate (Hand-Like),Lobate,Sticky,Palmate (Several Primary Veins Diverging from a Point),Singles (1),Smooth,Yellow & Copper,Mottled,Seeds,Fruit,Gravity,Other,Disc,Avg. (1-5cm),Toothed,Scaly,Branch Points,Sweet,Perennial (Yearly),Waxy,Brown,Stripes,4-9,0,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Blanched,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Edible,Blanched,N/A,Non-Edible,N/A,N/A,
Fungus,Aquatic,Fresh Water,Very Common,Small Patch (1-12),Small (5-25cm),Stem / Trunk,None,Rhizoid,Smooth,Violet,N/A,Scaly,Orange,N/A,Smooth,Copper,N/A,Needles,Terminal,Spear-Shaped (Pointed Barbbed-Base),Smooth,Scaly,Reticulate (Smaller Veins Forming a Network),Clusters (6+),Smooth,Copper,N/A,Seeds,Spore,Wind,Pairs,Funnel,Small (5-10mm),Wavy,Sticky,Terminal,Sweet,Poly-Annual (2-7 Years),Rough,Green,Night Blooming,1-3,2-4,Decay,None,Non-Sentient,N/A,Edible,Raw,N/A,Edible,Boiled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Decoction,Antibiotic,Edible,Raw,N/A,
Fungus,Terrestrial,Marsh / Swamp / Bog,Rare,Solitary (1-2),Average (25cm-1m),Stem / Trunk,Random,Rhizoid,Smooth,Red,N/A,Smooth & Smooth,Green,N/A,Smooth,Green & Blue,Patches,Compound,Terminal,Orbicular (Circular),Denticulate,Smooth,Parallel (Veins Arranged Axially Not Intersecting),Clusters (6+),Smooth,Silver,N/A,Seeds,Spore,Animal,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Decay,None,Non-Sentient,N/A,Edible,Boiled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Ground,Carminative,Non-Edible,N/A,N/A,
Fungus,Sub-Terrestrial,Forest / Jungle,Unique (Extremely Limited Area),Small Patch (1-12),Average (25cm-1m),Multiple Stems / Trunks,None,Rhizoid,Waxy,Black,N/A,Smooth,Green,N/A,Smooth,Green,N/A,Blades,Terminal,Deltoid (Triangular),Denticulate,Re-Roll & Re-Roll,Cross-Venulate (Small Veins Connecting Secondary Veins),Singles (1),Flaky,Brown,N/A,Seeds,Spore,Animal,Single,Bell,Large (5-10cm),Feathery,Hairy,Random Interval,Foul,Perennial (Yearly),Rough,Green,Luminescent,10+,0,Decay,None,Non-Sentient,N/A,Edible,Raw,N/A,Edible,Roasted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Boiled,N/A,Non-Edible,N/A,N/A,
Herbaceous,Aquatic,Fresh Water,Common,Small Patch (1-12),Small (5-25cm),Stem / Trunk,Random,Tap,Rough,White,N/A,Waxy,Copper,N/A,Smooth,Black,N/A,Broad,Random Interval,Ovate (Egg Wide at Base),Dentate,Scaly,Palmate (Several Primary Veins Diverging from a Point),Whorls (3-5),Smooth,Green,N/A,Budding / Fragmentation,Grain,Gravity,Spray,Bell,Huge (>10cm),Wavy,Dusty,Terminal,Sweet,Annual (Once),Smooth,Black,Stripes,10+,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Dried,N/A,Edible,Ground,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Steeped,N/A,Medicinal / Other,Tincture,Antifungal,
Woody,Terrestrial,Forest / Jungle,Uncommon,Medium Patch (12-120),Tiny (<5cm),Stem / Trunk,Radial,Rhizoid,Smooth,Grey,N/A,Rough,Gold,N/A,Scaly,Silver,N/A,Broad,Random Interval,Rhomboid (Diamond),Ciliate,Smooth,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Singles (1),Smooth,Green,N/A,Seeds,Fruit,Animal,Pairs,Cone,Avg. (1-5cm),Oval,Velvety,Terminal,Sweet,Other,Smooth,Violet,Patches,10+,0,Predaceous,Light,Non-Sentient,N/A,Medicinal / Other,Tincture,Abortifacient,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Cold Compress,Antiscrufulous,
Herbaceous,Aquatic,Salt Water,Very Common,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Ordered,Fibrous,Smooth,Yellow,N/A,Waxy,Red,N/A,Smooth,Violet & Green,Solid,Broad,Branch Points,Deltoid (Triangular) & Palmate (Hand-Like),Serate,Waxy,Pinnate (Secondary Veins Paired Oppositely),Clusters (6+),Smooth,Violet,N/A,Suckers,Fruit,Gravity,Bunches,Bell,Large (5-10cm),Curly,Smooth,Stem / Trunk,Musky,Annual (Once),Smooth,Green,Spotted,10+,2-4,Photo / Chemo-Synthetic,None,Non-Sentient,N/A,Medicinal / Other,Poultice,Refridgerant,Nutritious / Tasty,Dried,N/A,Medicinal / Other,Syrup,Laxative,N/A,N/A,N/A,Edible,Ground,N/A,Edible,Dried,N/A,
Herbaceous,Aquatic,Salt Water,Common,Medium Patch (12-120),Average (25cm-1m),Creeper Vine,Radial,Fibrous,Waxy,Grey,N/A,Smooth & Smooth,Gold,N/A,Smooth,Green,N/A,Compound,Terminal,Reniform (Kidney),Sinuate,VelvetyDusty,Cross-Venulate (Small Veins Connecting Secondary Veins),Whorls (3-5),Other,Gold,N/A,Suckers,Grain,Gravity,Single,Bell,Avg. (1-5cm),Oval,Hairy,Regular Interval,Sweet,Annual (Once),Flaky,Green,Blushed,4-9,0,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Wash,Re-Roll,Medicinal / Other,Wash,Antilithic,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Roasted,N/A,Edible,Raw,N/A,
Woody,Terrestrial,Forest / Jungle,Very Rare,Solitary (1-2),Large (1-10m),Stem / Trunk,Random,Rhizoid,Rough,Green,N/A,Flaky,Silver,N/A,Smooth,Green,N/A,Broad,Branch Points,Pedate (Palmate Divided Latteral Lobes),Ciliate,Smooth,Cross-Venulate (Small Veins Connecting Secondary Veins),Singles (1),Flaky,Yellow,N/A,Budding / Fragmentation,Nut,Gravity,Single,Bell,Tiny (<5mm),Wavy,Veined,Terminal,Musky,Poly-Annual (2-7 Years),Rough,Blue,Spotted,10+,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Blanched,N/A,Medicinal / Other,Crushed,Antinauseant,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Herbaceous,Aquatic,Salt Water,Very Common,Medium Patch (12-120),Average (25cm-1m),Multiple Stems / Trunks,Radial,Fibrous,Smooth,Copper,N/A,Smooth,Brown,N/A,Smooth,Green,N/A,Compound,Random Interval,Ovate (Egg Wide at Base),Smooth,Scaly,Cross-Venulate (Small Veins Connecting Secondary Veins),Clusters (6+),Other,Yellow,N/A,Suckers,Grain,Gravity,Spray,Bell,Avg. (1-5cm),Oval,Veined & Velvety,Terminal,Sweet,Perennial (Yearly),Flaky,Gold,Spotted,4-9,5+,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Nutritious / Tasty,Dried,N/A,Medicinal / Other,Wash,Errihine,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Ointment,Cathartic,Medicinal / Other,Fomentation,Re-Roll,
Herbaceous,Aquatic,Salt Water,Common,Medium Patch (12-120),Average (25cm-1m),Creeper Vine,None,Fibrous,Rough,Brown,N/A,Waxy,Green,N/A,Waxy,Green,N/A,Broad,Terminal,Obcordate (Heart Stem at Point),Undulate,Scaly,Reticulate (Smaller Veins Forming a Network),Pairs (2),Smooth,Green,N/A,Suckers,Grain,Gravity,Spray,Bell,Avg. (1-5cm),Curly,Smooth,Regular Interval,Foul,Annual (Once),Smooth,Green,Mottled,10+,1,Decay,Gravity,Non-Sentient,N/A,Medicinal / Other,Tincture,Stomachic,Medicinal / Other,Tincture,Aromatic,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Blanched,N/A,Edible,Dried,N/A,
Woody,Terrestrial,Plains / Savannah,Very Rare,Large Patch (120+),Small (5-25cm),Stem / Trunk,Ordered,Fibrous,Smooth,Violet,N/A,Rough,Orange,N/A,Smooth,Yellow,N/A,Broad,Stem / Trunk,Ovate (Egg Wide at Base),Crenate,Smooth,Arcute (Secondary Veins Bending Towards Apex),Pairs (2),Waxy,Copper,N/A,Seeds,Fruit,Animal,Spray,Bell,Small (5-10mm),Blade,Smooth,Branch Points,Sweet,Annual (Once),Smooth,Green,Blushed,10+,5+,Photo / Chemo-Synthetic,Touch & Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Edible,Dried,N/A,N/A,N/A,N/A,Medicinal / Other,Cold Compress,Acrid,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Mountains,Uncommon,Medium Patch (12-120),Average (25cm-1m),Creeper Vine,Radial,Fibrous,Smooth,Green,N/A,Smooth,Gold,N/A,Waxy,Red,N/A,Broad,Terminal,Poly-Foliate (2-7 Leaflets),Undulate,Hairy,Cross-Venulate (Small Veins Connecting Secondary Veins),Singles (1),Waxy,Brown,N/A,Seeds,Fruit,Water,Other,Sphere,Small (5-10mm),Blade,Waxy,Random Interval,Sweet,Poly-Annual (2-7 Years),Waxy,Blue,Luminescent,1-3,0,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Powder,Antipyretic,Medicinal / Other,Essence,Expectorant,Non-Edible,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Essence,Irritant,Nutritious / Tasty,Dried,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Uncommon,Small Patch (1-12),Average (25cm-1m),Creeper Vine,Radial,Tap,Smooth,Grey,N/A,Scaly,Violet,N/A,Rough,Black,N/A,Broad,Branch Points,Obtuse (Bluntly Tipped),Sinuate,Sticky,Dichotomous (Veins Branching in Symmetric Pairs),Pairs (2) & Whorls (3-5),Smooth,White,N/A,Seeds,Grain,Wind,Compound,Sphere,Huge (>10cm),Oval,Hairy,Terminal,None,Other,Other,Brown,Translucent,10+,5+,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Nutritious / Tasty,Ground,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Edible,Dried,N/A,
Herbaceous,Terrestrial,Forest / Jungle & Forest / Jungle,Uncommon,Small Patch (1-12),Small (5-25cm),Creeper Vine,Radial,Fibrous,Smooth,Silver,N/A,Waxy,Grey,N/A,Smooth,Orange,N/A,Compound,Terminal,Obtuse (Bluntly Tipped),Lobate,VelvetyDusty & Hairy,Cross-Venulate (Small Veins Connecting Secondary Veins),Singles (1),Waxy,Brown,N/A,Seeds,Grain,Wind,Bunches,Disc,Small (5-10mm),Round,Waxy,Stem / Trunk,Sweet,Poly-Annual (2-7 Years),Smooth,Yellow,Mottled,0,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Steeped,N/A,Edible,Boiled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Vapor / Smoke,Re-Roll,Edible,Raw,N/A,
Woody,Terrestrial,Hills / Scrub,Uncommon,Solitary (1-2),Huge (>10m),Multiple Stems / Trunks,Radial,Tap,Flaky,Green,N/A,Scaly,Copper,N/A,Scaly,Green,N/A,Broad,Branch Points,Poly-Foliate (2-7 Leaflets),Lobate,Hairy,Palmate (Several Primary Veins Diverging from a Point),Clusters (6+),Rough,Silver,N/A,Seeds,Fruit,Animal,Single,Complex,Avg. (1-5cm),Oval,Hairy,Stem / Trunk,Sweet,Annual (Once),Flaky,Violet,Iridescent,10+,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Blanched,N/A,Medicinal / Other,Bath,Pectoral,Non-Edible,N/A,N/A,Non-Edible & Edible,N/A,N/A,Medicinal / Other,Grated,Nervine,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Common,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Radial,Tap,Smooth,Green,N/A,Smooth,Grey,N/A,Waxy,Grey,N/A,Compound,Regular Interval,Rhomboid (Diamond),Sinuate,Smooth,Reticulate (Smaller Veins Forming a Network),Clusters (6+),Smooth,Yellow,N/A,Suckers,Grain,Animal,Spray,Disc,Small (5-10mm),Round,Waxy & Hairy,Terminal,None,Poly-Annual (2-7 Years),Smooth,Green,Luminescent,10+,0,Parasitic,Light,Non-Sentient,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Other,Cholagouge,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Cold Compress,Antipyretic,Medicinal / Other,Infusion,Stomachic,
Herbaceous,Aquatic,Brackish,Common,Small Patch (1-12),Small (5-25cm),Stem / Trunk,Ordered,Fibrous,Smooth,Green,N/A,Smooth,Blue,N/A,Waxy,Green,N/A,Broad,Random Interval,Pedate (Palmate Divided Latteral Lobes),Dentate,Scaly,Cross-Venulate (Small Veins Connecting Secondary Veins),Clusters (6+),Smooth,White,N/A,Seeds,Fruit,Water,Single,Bell,Avg. (1-5cm),Curly,Velvety,Random Interval,Musky,Annual (Once),Other,Blue,Night Closing,10+,2-4,Other,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Roasted,N/A,Non-Edible,N/A,N/A,Edible,Boiled,N/A,N/A,N/A,N/A,Nutritious / Tasty,Raw,N/A,Medicinal / Other,Decoction,Diuretic,
Herbaceous,Terrestrial,Desert / Waste,Common,Solitary (1-2),Small (5-25cm),Creeper Vine,Radial,Fibrous,Scaly,Copper,N/A,Smooth,Green,N/A,Rough,Yellow,N/A,Broad,Branch Points,Flabellate (Fan Shaped),Serate,Smooth,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Clusters (6+),Smooth,Yellow & Green,Spotted,Suckers,Grain,Wind,Compound,Bell,Small (5-10mm),Blade & Round,Velvety,Regular Interval,Sweet,Perennial (Yearly),Smooth,Copper & Green,Solid,4-9,1,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Medicinal / Other,Wash,Anaphrodisiac,Nutritious / Tasty,Dried,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Steeped,N/A,Medicinal / Other,Whole,Astringent,
Herbaceous,Aquatic,Fresh Water,Common,Medium Patch (12-120),Huge (>10m),Colonial Mass,None,Tap,Smooth,Brown,N/A,Smooth,White,N/A,Smooth,Yellow & Brown,Stripes,Broad,Branch Points,Subulate (Awl),Spiny,Waxy,Parallel (Veins Arranged Axially Not Intersecting),Whorls (3-5),Smooth,Brown,N/A,Seeds,Fruit,Wind,Other,Spike,Avg. (1-5cm),Toothed,Hairy,Terminal,None,Annual (Once),Smooth,Green,Luminescent,10+,5+,Photo / Chemo-Synthetic,None,Non-Sentient,N/A,Medicinal / Other,Infusion,Hypnotic,Medicinal / Other,Whole,Antiseptic,Non-Edible,N/A,N/A,Edible,Boiled,N/A,Nutritious / Tasty,Raw,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Plains / Savannah,Uncommon,Small Patch (1-12),Average (25cm-1m),Multiple Stems / Trunks,Radial,Fibrous,Scaly,Green,N/A,Smooth,Green,N/A,Smooth,Red,N/A,Needles,Terminal,Aristate (Spine-Like Tip),Ciliate,Scaly,Arcute (Secondary Veins Bending Towards Apex),Singles (1),Rough,Red,N/A,Seeds,Fruit,Animal,Single,Bell,Small (5-10mm),Curly,Scaly,Branch Points,Other / Specific,Perennial (Yearly),Scaly,Black,Mimicry,10+,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Tincture,Galactagogue,Edible,Boiled,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Fomentation,Aperient,Non-Edible,N/A,N/A,Medicinal / Other,Syrup,Stimulant,
Fungus,Aquatic,Salt Water,Uncommon,Medium Patch (12-120),Tiny (<5cm),Stem / Trunk,None,Rhizoid,Smooth,Green,N/A,Scaly,Yellow,N/A,Other,Grey,N/A,Scales,Terminal,Elliptic (Oval Small or No Point),Sinuate,VelvetyDusty,Palmate (Several Primary Veins Diverging from a Point),Clusters (6+),Flaky,Green,N/A,Suckers,Spore,Wind,Bunches,Bell,Tiny (<5mm),Toothed,Waxy,Terminal,None,Annual (Once),Smooth,Blue,Solid,10+,1,Decay,None,Non-Sentient,N/A,Edible,Steeped,N/A,Edible,Raw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Uncommon,Solitary (1-2),Large (1-10m),Stem / Trunk & Multiple Stems / Trunks,Random,Tap,Smooth,White,N/A,Smooth,Blue,N/A,Waxy,Green,N/A,Compound,Regular Interval,Reniform (Kidney),Smooth,Smooth,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Whorls (3-5),Smooth,Copper,N/A,Suckers,Grain,Other,Spray,Complex,Avg. (1-5cm),Curly,Velvety,Regular Interval,Sweet,Perennial (Yearly),Rough,Yellow,Patches,0,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Boiled,N/A,Medicinal / Other,Tincture,Aphrodesiac,N/A,N/A,N/A,Medicinal / Other,Tincture,Vermicide,Edible,Dried,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Hills / Scrub,Uncommon,Solitary (1-2),Average (25cm-1m),Stem / Trunk,Ordered,Fibrous,Scaly,Copper,N/A,Scaly,Red,N/A,Rough,Gold,N/A,Broad,Terminal,Hastatae (Triangular Basal Lobes) & Truncate (Squared off Apex),Smooth,VelvetyDusty,Palmate (Several Primary Veins Diverging from a Point),Clusters (6+),Rough,Green,N/A,Seeds,Nut,Water,Single,Funnel,Avg. (1-5cm),Toothed,Dusty,Regular Interval,Other / Specific,Other,Smooth,Yellow,Patches,4-9,0,Decay,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Cold Extract,Soporific,N/A,N/A,N/A,Nutritious / Tasty,Raw,N/A,Medicinal / Other,Juice,Fungicide,Medicinal / Other,Ointment,Detergent,
Herbaceous,Aquatic,Fresh Water,Uncommon,Medium Patch (12-120),Small (5-25cm),Multiple Stems / Trunks,Ordered,Fibrous,Smooth,Yellow,N/A,Smooth,Green,N/A,Smooth,Green,N/A,Blades,Regular Interval,Pinnatisect (Deep Opposite Lobing),Lobate,Smooth,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Whorls (3-5),Scaly,Orange,N/A,Seeds,Grain,Animal,Bunches,Spike,Avg. (1-5cm),Blade,Velvety,Regular Interval,Sweet,Annual (Once),Smooth,Blue,Solid,1-3,5+,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Roasted,N/A,Nutritious / Tasty,Raw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Tincture,Oil,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Marsh / Swamp / Bog,Uncommon,Medium Patch (12-120),Small (5-25cm),Multiple Stems / Trunks,Random,Fibrous,Waxy,Green & Black,Mottled,Scaly,White,N/A,Waxy,Brown,N/A,Compound,Terminal,Lobed (Deeply Indented Margins),Ciliate,Smooth,Dichotomous (Veins Branching in Symmetric Pairs),Clusters (6+),Smooth,Red,N/A,Suckers,Nut,Animal,Single,Funnel,Small (5-10mm),Blade,Velvety,Random Interval,Other / Specific,Annual (Once),Scaly,Green,Stripes,10+,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Roasted,N/A,Medicinal / Other,Vapor / Smoke,Restorative,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Fomentation,Vermifuge,Edible,Raw,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Rare,Medium Patch (12-120),Small (5-25cm),Stem / Trunk,Radial,Tap,Waxy,Green,N/A,Smooth,Gold,N/A,Smooth,Yellow & Green,Phases,Blades,Terminal,Obcordate (Heart Stem at Point),Sinuate,Waxy & Smooth,Pinnate (Secondary Veins Paired Oppositely),Whorls (3-5),Flaky,White,N/A,Seeds,Spore,Animal,Spray,Bell,Avg. (1-5cm),Round,Smooth,Terminal,Foul,Annual (Once),Scaly,Green,Iridescent,10+,0,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Boiled,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Powder,Re-Roll,Nutritious / Tasty,Raw,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Rare,Large Patch (120+),Average (25cm-1m),Creeper Vine,Radial,Fibrous,Smooth,Green,N/A,Waxy,Green,N/A,Smooth,Green,N/A,Compound,Regular Interval,Obovate (Egg Narrow at Base),Denticulate & Sinuate,Scaly,Pinnate (Secondary Veins Paired Oppositely),Whorls (3-5),Smooth,Brown,N/A,Suckers,Fruit,Animal,Pairs,Bell,Huge (>10cm),Curly & Wavy,Veined,Regular Interval,Sweet,Perennial (Yearly),Smooth,Orange,Solid,4-9,5+,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Infusion,Re-Roll,Edible,Steeped,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Edible,Raw,N/A,Nutritious / Tasty,Boiled,N/A,
Fungus,Terrestrial,Forest / Jungle,Rare,Solitary (1-2),Average (25cm-1m),Creeper Vine,None,Rhizoid,Smooth,Red,N/A,Smooth,Brown,N/A,Other,Black,N/A,Broad,Terminal,Linear (Parallel Margins & Elongate),Undulate,Smooth,Palmate (Several Primary Veins Diverging from a Point),Pairs (2),Smooth,Orange,N/A,Seeds,Nut,Gravity,Pairs,Spike,Small (5-10mm),Oval & Round,Waxy,Branch Points,Sweet,Annual (Once),Smooth,Brown,Luminescent,10+,1,Decay,Light,Non-Sentient,N/A,Nutritious / Tasty,Roasted,N/A,Nutritious / Tasty,Steeped,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Boiled,N/A,Nutritious / Tasty,Ground,N/A,
Woody,Terrestrial,Forest / Jungle & Plains / Savannah,Common,Large Patch (120+),Small (5-25cm),Multiple Stems / Trunks,Ordered,Tap,Smooth,Orange,N/A,Smooth,Copper,N/A,Scaly,Gold,N/A,Broad,Terminal,Pinnatisect (Deep Opposite Lobing),Sinuate,Sticky,Palmate (Several Primary Veins Diverging from a Point),Clusters (6+),Smooth,Brown,N/A,Seeds,Nut,Animal,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Edible,Dried,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Common,Solitary (1-2),Small (5-25cm),Multiple Stems / Trunks,Random,Fibrous,Waxy,Brown,N/A,Waxy,Brown,N/A,Smooth,Red,N/A,Compound,Random Interval,Obcordate (Heart Stem at Point),Sinuate,Waxy,Palmate (Several Primary Veins Diverging from a Point),Clusters (6+),Smooth,Black,N/A,Seeds,Grain,Animal,Spray,Cone,Tiny (<5mm),Oval,Hairy,Terminal,Sweet,Perennial (Yearly),Waxy,Green,Stripes,4-9,0,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Vapor / Smoke,Cardiac,Medicinal / Other,Other,Pectoral,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Edible,Boiled,N/A,
Woody,Terrestrial,Mountains,Common,Solitary (1-2),Large (1-10m),Stem / Trunk,Radial,Tap,Scaly,Grey,N/A,Smooth,Yellow,N/A,Other,Green,N/A,Blades,Terminal,Cuneate (Wedge Accute Base),Crenate & Denticulate,Waxy,None,Singles (1) & Singles (1),Rough,Copper,N/A,Seeds,Fruit,Animal,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Ground,N/A,N/A,N/A,N/A,Edible,Boiled,N/A,Edible,Roasted,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Algae,Aquatic,Fresh Water,Rare,Medium Patch (12-120),Tiny (<5cm),Colonial Mass,Radial,Rhizoid,Smooth,Violet,N/A,Smooth,Green,N/A,Smooth,Blue,N/A,Scales,Terminal,Truncate (Squared off Apex),Serrulate,Smooth,Palmate (Several Primary Veins Diverging from a Point),Whorls (3-5),Smooth,Green,N/A,Budding / Fragmentation,Spore,Water,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Algae,Aquatic,Fresh Water,Common,Small Patch (1-12),Tiny (<5cm),Colonial Mass,Radial,None,Smooth,Copper,N/A,Flaky,White,N/A,Other,Grey,N/A,Compound,Random Interval,Obtuse (Bluntly Tipped),Dentate,Hairy,Arcute (Secondary Veins Bending Towards Apex),Clusters (6+),Smooth,Copper,N/A,Budding / Fragmentation,Spore,Water,Pairs,Sphere,Huge (>10cm),Round,Velvety,Branch Points,None,Annual (Once),Smooth,Copper,Patches,0,1,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Nutritious / Tasty,Roasted,N/A,Edible,Dried,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
