1: Main Flora Type,1: Main Flora Type,2a: Aquatic Sub-Habitat or 2b: Other Sub-Habitat,2c: Rarity,3: Grouping,4: Size,5: Main Body,5a: Branches,5b: Roots,5c: Surface For Main Body,5d: Color For  Main Body,5e: Color Pattern For Main Body,5c: Surface For Branches,5d: Color For  Branches,5e: Color Pattern For Branches,5c: Surface For Roots,5d: Color For  Roots,5e: Color Pattern For Roots,6: Leaves,6a: Leaf Location,6b: Leaf Shape,6c: Leaf Margin,6c: Leaf Surface,6d: Leaf Venation,6e: Leaf Numbers,5c: Surface For Leaves,5d: Color For  Leaves,5e: Color Pattern For Leaves,7: Reproduction,7a: Seeds,7b: Primary Dispersal,7c: Flower Type,7d: Flower Shape,7e: Flower Size,7f: Pedal Shape,7g: Pedal Surface,7h: Flower Location,7i: Flower Scent,7j: Flower Frequency,5c: Surface For Flowers,5d: Color For  Flowers,7k: Flower Pattern,7l: Stamens,7m: Pistils,8: Diet,8a: Tropism,9: Sentience,9a: Sentience Type,10: Edibility For Leaves,10a: Edible Preparation For Leaves or 10c: Medicinal Preparation For Leaves,10b: Medicinal Properties For Leaves,10: Edibility For Flowers,10a: Edible Preparation For Flowers or 10c: Medicinal Preparation For Flowers,10b: Medicinal Properties For Flowers,10: Edibility For Fruit,10a: Edible Preparation For Fruit or 10c: Medicinal Preparation For Fruit,10b: Medicinal Properties For Fruit,10: Edibility For Bark,10a: Edible Preparation For Bark or 10c: Medicinal Preparation For Bark,10b: Medicinal Properties For Bark,10: Edibility For Stems,10a: Edible Preparation For Stems or 10c: Medicinal Preparation For Stems,10b: Medicinal Properties For Stems,10: Edibility For Roots,10a: Edible Preparation For Roots or 10c: Medicinal Preparation For Roots,10b: Medicinal Properties For Roots,
Fungus,Sub-Terrestrial,Hills / Scrub,Very Rare,Medium Patch (12-120),Tiny (<5cm),Colonial Mass,None,Rhizoid,Smooth,Gold,N/A,Smooth,Violet,N/A,Other,Brown,N/A,Broad,Terminal,Lanceolate (Pointed at Both Ends),Smooth,VelvetyDusty,Palmate (Several Primary Veins Diverging from a Point),Singles (1),Smooth,Green & Brown,Mottled,Seeds,Spore,Gravity,Bunches,Disc,Small (5-10mm),Thread,Waxy,Regular Interval,Musky,Perennial (Yearly),Smooth,Brown,Mimicry,10+,0,Decay,Gravity,Non-Sentient,N/A,Medicinal / Other,Ointment,Oil,Medicinal / Other,Vapor / Smoke,Appetizer,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Blanched,N/A,Nutritious / Tasty,Raw,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Very Rare,Small Patch (1-12),Average (25cm-1m),Creeper Vine,Random,Tap,Waxy,Yellow,N/A,Smooth,Red,N/A,Smooth,Silver,N/A,Broad,Terminal,Acicular (Needle),Smooth,VelvetyDusty & Smooth,Palmate (Several Primary Veins Diverging from a Point),Clusters (6+),Smooth,Copper,N/A,Suckers,Grain,Gravity,Other,Funnel,Small (5-10mm),Blade,Dusty,Terminal,None,Annual (Once),Waxy,Green,Spotted,10+,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Crushed,Antilithic,Medicinal / Other,Syrup,Analgesic,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Tincture,Analgesic,Non-Edible,N/A,N/A,
Algae,Terrestrial,Plains / Savannah,Unique (Extremely Limited Area),Small Patch (1-12),Average (25cm-1m),Colonial Mass,Ordered,None,Smooth,Green,N/A,Smooth,Green,N/A,Smooth,Silver,N/A,None,Terminal,Lobed (Deeply Indented Margins),Smooth,Sticky,None,Singles (1),Smooth,Orange,N/A,Budding / Fragmentation,Spore,Wind,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,None,Non-Sentient,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other & Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Plains / Savannah,Very Common,Medium Patch (12-120),Large (1-10m),Stem / Trunk,Radial,Tap,Scaly,Gold,N/A,Smooth,Silver,N/A,Scaly,Orange,N/A,Needles,Random Interval,Obtuse (Bluntly Tipped),Sinuate,Smooth,Cross-Venulate (Small Veins Connecting Secondary Veins),Whorls (3-5),Scaly,Brown,N/A,Seeds,Grain,Water,Bunches,Cone,Huge (>10cm),Oval,Veined,Terminal,Sweet,Perennial (Yearly),Rough,Red,Blushed,10+,0,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Whole,Oil,Non-Edible,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Decoction,Astringent,Edible,Roasted,N/A,
Herbaceous,Aquatic,Fresh Water,Common,Small Patch (1-12),Average (25cm-1m),Creeper Vine,Radial,Fibrous,Waxy,Green,N/A,Scaly,Black,N/A,Waxy,Gold,N/A,Blades,Stem / Trunk,Aristate (Spine-Like Tip),Ciliate,Smooth,Dichotomous (Veins Branching in Symmetric Pairs),Clusters (6+),Waxy,Blue,N/A,Suckers,Fruit,Animal,Pairs,Bell,Large (5-10cm),Blade,Smooth,Regular Interval,None,Annual (Once),Waxy,Black,Mottled,10+,2-4,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Medicinal / Other,Juice,Acrid,Medicinal / Other,Other,Anticoagulant,Medicinal / Other,Cold Extract,Cardiac,N/A,N/A,N/A,Medicinal / Other,Powder,Sedative,Medicinal / Other,Wash,Nervine,
Herbaceous,Sub-Terrestrial,Plains / Savannah,Common,Solitary (1-2),Average (25cm-1m),Creeper Vine,Random,Tap,Smooth,Gold,N/A,Smooth,Silver,N/A,Smooth,Violet,N/A,Blades,Terminal,Aristate (Spine-Like Tip),Spiny,VelvetyDusty,Palmate (Several Primary Veins Diverging from a Point),Whorls (3-5),Smooth,Yellow,N/A,Seeds,Spore,Water,Compound,Disc,Small (5-10mm),Toothed,Velvety,Random Interval,Sweet,Perennial (Yearly),Waxy,Grey,Blushed,4-9,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Roasted,N/A,Medicinal / Other,Poultice,Antiscrufulous,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Cold Compress,Re-Roll,Nutritious / Tasty,Raw,N/A,
Algae,Aquatic,Fresh Water,Uncommon,Solitary (1-2),Small (5-25cm),Colonial Mass,Ordered,Bulb,Flaky,Black,N/A,Scaly,Black,N/A,Scaly,Green,N/A,None,Terminal,Reniform (Kidney),Sinuate,Waxy,Palmate (Several Primary Veins Diverging from a Point),Singles (1),Smooth,Copper,N/A,Budding / Fragmentation,Spore,Water,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,Heat,Non-Sentient,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Algae,Aquatic,Salt Water,Uncommon,Small Patch (1-12),Tiny (<5cm),Colonial Mass,Ordered,None,Smooth,Green,N/A,Smooth,Red,N/A,Smooth,Yellow,N/A,None & Needles,Terminal,Orbicular (Circular),Undulate,Smooth,Pinnate (Secondary Veins Paired Oppositely),Whorls (3-5),Smooth,Black,N/A,Budding / Fragmentation,Spore,Wind,Bunches,Disc,Large (5-10cm),Wavy,Smooth,Branch Points,Sweet,Other,Smooth,Violet & Yellow,Solid,4-9,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Herbaceous,Aquatic,Salt Water,Very Common,Small Patch (1-12),Average (25cm-1m),Stem / Trunk,Ordered,Fibrous,Waxy,Grey,N/A,Smooth,Blue,N/A,Smooth,Gold,N/A,Needles,Random Interval,Pedate (Palmate Divided Latteral Lobes),Serate,Smooth,None,Clusters (6+),Smooth,Copper,N/A,Seeds,Fruit,Animal,Single,Disc,Small (5-10mm),Wavy,Hairy,Terminal,Sweet,Poly-Annual (2-7 Years),Smooth,Black,Patches,4-9,0,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Cold Compress,Mysical / Other,Edible,Boiled,N/A,Edible,Dried,N/A,N/A,N/A,N/A,Nutritious / Tasty,Roasted,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Forest / Jungle,Common,Solitary (1-2),Average (25cm-1m),Creeper Vine,Random,Tap,Rough,Orange,N/A,Scaly,Grey,N/A,Smooth,Green,N/A,Broad,Random Interval,Poly-Foliate (2-7 Leaflets),Lobate,Smooth,Reticulate (Smaller Veins Forming a Network),Pairs (2),Scaly,Green,N/A,Seeds,Nut,Gravity,Spray,Bell,Avg. (1-5cm),Oval,Velvety,Branch Points,Foul,Annual (Once),Flaky,Copper,Phases,10+,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Boiled,N/A,Non-Edible,N/A,N/A,Edible,Ground,N/A,
Herbaceous,Terrestrial,Hills / Scrub,Uncommon,Solitary (1-2),Small (5-25cm),Multiple Stems / Trunks,None,Tap,Smooth,Violet,N/A,Smooth,Violet,N/A,Rough,Orange,N/A,Scales,Regular Interval,Obovate (Egg Narrow at Base),Smooth,Smooth,Dichotomous (Veins Branching in Symmetric Pairs),Clusters (6+),Smooth,White,N/A,Seeds,Grain,Wind,Compound,Bell,Avg. (1-5cm),Toothed & Blade,Veined,Terminal,Musky,Poly-Annual (2-7 Years),Flaky,Black,Blushed,10+,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Fomentation,Narcotic,Medicinal / Other,Fomentation,Calmative,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Ground,Coagulant,Nutritious / Tasty,Dried,N/A,
Woody,Terrestrial,Plains / Savannah,Uncommon,Large Patch (120+),Average (25cm-1m),Multiple Stems / Trunks,Ordered,Fibrous,Smooth,Green,N/A,Smooth,Blue,N/A,Rough,Gold,N/A,Broad,Terminal,Obovate (Egg Narrow at Base),Crenate,Error: Roll Out of Range,Parallel (Veins Arranged Axially Not Intersecting),Clusters (6+),Smooth,Green,N/A,Seeds,Fruit,Animal,Bunches,Disc,Small (5-10mm),Oval & Blade,Velvety,Terminal,Sweet,Annual (Once),Smooth,Green,Solid,1-3,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Dried,N/A,Edible,Ground,N/A,Edible,Raw,N/A,Non-Edible,N/A,N/A,Edible,Roasted,N/A,Edible,Steeped,N/A,
Herbaceous,Sub-Terrestrial,Forest / Jungle,Uncommon,Solitary (1-2),Average (25cm-1m),Multiple Stems / Trunks,Radial,Rhizoid,Smooth,Red & Silver,Patches,Smooth,Silver,N/A,Smooth,Green,N/A,Needles & Blades,Stem / Trunk,Lanceolate (Pointed at Both Ends) & Acicular (Needle),Crenate,VelvetyDusty,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Clusters (6+),Smooth,Violet,N/A,Seeds,Grain,Gravity,Single,Cone,Tiny (<5mm),Blade,Veined,Random Interval,Sweet,Perennial (Yearly),Smooth,Blue,Spotted,1-3,1,Decay,Gravity,Non-Sentient,N/A,Edible,Steeped,N/A,Edible,Blanched,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Crushed,Depressant,Nutritious / Tasty,Boiled,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Very Common,Solitary (1-2),Average (25cm-1m),Stem / Trunk,Radial,Fibrous,Smooth,Blue,N/A,Smooth,Green,N/A,Smooth,Green,N/A,Compound,Regular Interval,Hastatae (Triangular Basal Lobes),Lobate,Smooth,Palmate (Several Primary Veins Diverging from a Point),Clusters (6+),Smooth,Yellow,N/A,Seeds,Spore,Wind,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Decay,Light,Non-Sentient,N/A,Medicinal / Other,Ground,Cholagouge,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Poultice,Oxytocic,Medicinal / Other,Essence,Nervine,
Herbaceous,Terrestrial,Plains / Savannah,Unique (Extremely Limited Area),Medium Patch (12-120),Average (25cm-1m),Multiple Stems / Trunks,Random,Rhizoid,Waxy,Black,N/A,Scaly,Violet,N/A,Waxy,Red,N/A,Compound,Random Interval,Falcate (Sickle) & Lobed (Deeply Indented Margins),Lobate,Smooth,Parallel (Veins Arranged Axially Not Intersecting),Clusters (6+),Smooth,Gold,N/A,Seeds & Seeds,Grain,Water,Spray,Bell,Small (5-10mm),Oval,Smooth,Branch Points,Musky,Annual (Once),Scaly,Red,Night Blooming,10+,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Fomentation,Diuretic,Nutritious / Tasty,Blanched,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Blanched,N/A,Edible,Raw,N/A,
Herbaceous,Aquatic,Fresh Water,Very Common,Small Patch (1-12),Small (5-25cm),Creeper Vine,None,Tap,Smooth,Green,N/A,Smooth,Green,N/A,Smooth,Gold,N/A,Broad,Terminal,Spatulate (Spoon),Smooth,Waxy,Arcute (Secondary Veins Bending Towards Apex),Singles (1),Flaky,Green,N/A,Suckers,Grain,Gravity,Spray,Bell,Large (5-10cm),Wavy,Smooth,Stem / Trunk,Musky,Poly-Annual (2-7 Years),Scaly,Violet,Iridescent,4-9,0,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Poultice,Antibiotic,Edible,Blanched,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Steeped,N/A,Non-Edible,N/A,N/A,
Algae,Sub-Terrestrial,Forest / Jungle,Uncommon,Solitary (1-2),Average (25cm-1m),Colonial Mass,Random,None,Smooth,Green,N/A,Smooth,Brown,N/A,Other,Green,N/A,Compound & Broad,Branch Points,Falcate (Sickle),Serrulate,VelvetyDusty,Reticulate (Smaller Veins Forming a Network),Whorls (3-5),Smooth,Green,N/A,Budding / Fragmentation,Spore,Wind,Other,Disc,Small (5-10mm),Wavy,Dusty,Stem / Trunk,Sweet,Other,Smooth,Brown,Stripes,1-3,0,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Edible,Ground,N/A,
Woody,Terrestrial,Hills / Scrub,Uncommon,Medium Patch (12-120),Large (1-10m),Multiple Stems / Trunks,Random,Bulb,Smooth,Copper,N/A,Smooth,Gold,N/A,Smooth,Grey,N/A,Compound,Terminal,Acuminate (Taper to Long Point),Sinuate,Hairy & Scaly,Palmate (Several Primary Veins Diverging from a Point),Whorls (3-5),Waxy,Orange & Violet,Stripes & Solid,Seeds,Spore,Wind,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Edible,Dried,N/A,Medicinal / Other,Fomentation,Nervine,
Woody,Terrestrial,Hills / Scrub,Very Common,Large Patch (120+),Large (1-10m),Stem / Trunk,Radial,Fibrous,Scaly & Smooth,White,N/A,Rough,Green,N/A,Smooth,Green,N/A,Blades,Random Interval,Linear (Parallel Margins & Elongate),Dentate,VelvetyDusty,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Clusters (6+),Scaly,Gold,N/A,Seeds,Nut,Gravity,Single,Funnel,Avg. (1-5cm),Blade,Hairy,Random Interval,Sweet,Perennial (Yearly),Rough,Black,Patches,4-9,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Blanched,N/A,Nutritious / Tasty,Raw,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Tincture,Abortifacient,Non-Edible,N/A,N/A,
Woody,Terrestrial,Plains / Savannah & Plains / Savannah,Common,Large Patch (120+),Large (1-10m),Stem / Trunk,Radial,Fibrous,Scaly,Green,N/A,Flaky,Green,N/A,Rough,Orange,N/A,Broad,Regular Interval,Acuminate (Taper to Long Point),Smooth,VelvetyDusty,Pinnate (Secondary Veins Paired Oppositely),Clusters (6+),Flaky,Gold,N/A,Seeds,Nut,Animal,Pairs,Cone,Avg. (1-5cm),Thread & Toothed,Hairy,Regular Interval,Foul,Poly-Annual (2-7 Years),Smooth,Black,Mimicry,4-9,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Poultice,Appetizer,Medicinal / Other & Non-Edible,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Dried,N/A,Edible,Roasted,N/A,Edible,Steeped,N/A,
Herbaceous,Aquatic,Fresh Water,Common,Large Patch (120+),Small (5-25cm),Creeper Vine,Ordered,Fibrous,Smooth,Brown,N/A,Smooth,Black,N/A,Smooth,Silver,N/A,Broad,Regular Interval & Terminal,Pedate (Palmate Divided Latteral Lobes),Sinuate,Sticky,Palmate (Several Primary Veins Diverging from a Point),Whorls (3-5),Smooth,Yellow,N/A,Suckers,Fruit,Gravity,Pairs,Complex,Avg. (1-5cm),Wavy,Hairy,Random Interval,Foul,Annual (Once),Scaly,Brown,Iridescent,10+,2-4,Other,Light,Non-Sentient,N/A,Edible,Raw,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Poultice,Fungicide,N/A,N/A,N/A,Edible,Boiled,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Forest / Jungle,Very Common,Medium Patch (12-120),Huge (>10m),Stem / Trunk,Ordered,Advantageous,Smooth,Red,N/A,Rough,Gold & Yellow,Translucent,Rough,Green,N/A,Compound,Terminal,Pinnatisect (Deep Opposite Lobing),Ciliate,Sticky & Sticky,None,Singles (1),Rough,White,N/A,Seeds,Nut,Gravity,Single,Cone,Large (5-10cm),Oval,Hairy,Regular Interval,None,Annual (Once),Other,Grey,Spotted,4-9,0,Other,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Boiled,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Marsh / Swamp / Bog & Forest / Jungle,Common,Solitary (1-2),Huge (>10m),Creeper Vine,Radial,Fibrous,Rough,Violet,N/A,Rough,Green,N/A,Smooth,Grey,N/A,Compound,Terminal,Spatulate (Spoon),Sinuate,Waxy,Dichotomous (Veins Branching in Symmetric Pairs),Singles (1),Flaky,Orange,N/A,Seeds,Fruit,Animal,Single,Bell,Small (5-10mm),Wavy,Waxy,Branch Points,Musky,Annual (Once),Smooth,Yellow,Spotted,4-9,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Blanched,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Dried,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Fungus,Sub-Terrestrial,Forest / Jungle,Very Common,Medium Patch (12-120),Average (25cm-1m),Creeper Vine,None,Rhizoid,Smooth,Copper,N/A,Smooth,Red,N/A,Smooth,Black,N/A,Blades,Terminal,Spear-Shaped (Pointed Barbbed-Base),Dentate,Smooth,None,Pairs (2),Flaky,Silver,N/A,Seeds,Spore,Animal,Spray,Bell,Tiny (<5mm),Toothed,Dusty,Terminal,None,Poly-Annual (2-7 Years),Smooth,Copper,Stripes,10+,5+,Decay,Gravity,Non-Sentient,N/A,Edible,Boiled,N/A,Edible,Boiled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Edible,Raw,N/A,
Woody,Terrestrial,Forest / Jungle,Common,Medium Patch (12-120),Small (5-25cm),Stem / Trunk,Ordered,Tap,Flaky,White,N/A,Scaly,Brown,N/A,Scaly,Silver,N/A,Compound,Terminal,Hastatae (Triangular Basal Lobes),Crenate,VelvetyDusty,Cross-Venulate (Small Veins Connecting Secondary Veins),Pairs (2),Smooth,Green,N/A,Seeds,Nut,Gravity,Pairs,Funnel,Avg. (1-5cm),Toothed,Veined & Waxy,Random Interval,Other / Specific,Annual (Once),Flaky,Yellow,Solid,10+,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Boiled,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Raw,N/A,Edible,Boiled,N/A,
Herbaceous,Aquatic,Fresh Water,Rare,Solitary (1-2),Tiny (<5cm),Multiple Stems / Trunks,None,Fibrous,Smooth,Blue,N/A,Flaky,Red,N/A,Smooth,Green,N/A,Broad,Random Interval,Aristate (Spine-Like Tip),Dentate,Smooth,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Pairs (2),Smooth,Green,N/A,Suckers,Grain,Wind,Single,Bell,Small (5-10mm),Toothed,Hairy,Branch Points,Musky,Other,Smooth,White,Blushed,1-3,5+,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Grated,Oil,Edible,Raw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Dried,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Forest / Jungle,Very Common,Medium Patch (12-120),Large (1-10m),Multiple Stems / Trunks,Ordered,Tap,Smooth,Violet,N/A,Rough,Yellow,N/A,Smooth,Grey,N/A,Broad,Branch Points,Cordate (Heart Stem in Cleft),Dentate,Smooth,None,Clusters (6+),Rough,Yellow,N/A,Seeds,Fruit,Animal,Compound,Spike,Large (5-10cm),Wavy,Dusty,Random Interval,Other / Specific,Perennial (Yearly),Scaly,Gold,Night Blooming,10+,0,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Edible,Boiled,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Syrup,Stomachic,Nutritious / Tasty,Raw,N/A,Non-Edible,N/A,N/A,
Herbaceous,Sub-Terrestrial,Plains / Savannah & Forest / Jungle,Uncommon,Medium Patch (12-120),Small (5-25cm),Stem / Trunk,Radial,Fibrous,Waxy & Smooth,Gold,N/A,Other,Black,N/A,Other,Black,N/A,Blades,Terminal,Ovate (Egg Wide at Base),Smooth,VelvetyDusty,Parallel (Veins Arranged Axially Not Intersecting),Singles (1) & Singles (1),Smooth,Brown,N/A,Seeds,Spore,Wind,Compound,Cone,Tiny (<5mm),Toothed & Wavy,Scaly,Regular Interval,Foul,Poly-Annual (2-7 Years),Rough,Orange,Solid,1-3,2-4,Predaceous,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Edible,Raw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Raw,N/A,Medicinal / Other,Syrup,Galactagogue,
Herbaceous,Terrestrial,Marsh / Swamp / Bog,Uncommon,Solitary (1-2),Large (1-10m),Multiple Stems / Trunks,Random,Tap,Smooth,Yellow,N/A,Smooth,Green,N/A,Smooth,Violet,N/A,Compound,Random Interval,Obcordate (Heart Stem at Point),Sinuate,Smooth,Dichotomous (Veins Branching in Symmetric Pairs),Clusters (6+),Smooth,Copper,N/A,Seeds,Spore,Animal,Pairs,Bell,Large (5-10cm),Round,Dusty,Terminal,None,Annual (Once),Smooth,Yellow,Blushed,4-9,1,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Nutritious / Tasty & Medicinal / Other,N/A,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Fomentation,Specific,Edible,Raw,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Forest / Jungle,Rare,Medium Patch (12-120),Average (25cm-1m),Multiple Stems / Trunks,Ordered,Tap,Scaly,Yellow,N/A,Smooth,Brown,N/A,Waxy,Green,N/A,Broad,Branch Points,Hastatae (Triangular Basal Lobes),Undulate,Scaly & Waxy,Palmate (Several Primary Veins Diverging from a Point),Singles (1),Rough,Yellow,N/A,Budding / Fragmentation,Nut,Animal,Single,Sphere,Huge (>10cm),Oval,Veined,Regular Interval,Sweet,Perennial (Yearly),Scaly,Green,Patches,0,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Nutritious / Tasty,Dried,N/A,Edible,Boiled,N/A,N/A,N/A,N/A,Medicinal / Other,Cold Compress,Antilithic,Non-Edible,N/A,N/A,Edible,Blanched,N/A,
Woody,Terrestrial,Plains / Savannah,Common,Medium Patch (12-120),Small (5-25cm),Multiple Stems / Trunks,Ordered,Fibrous,Smooth,Red,N/A,Rough,Brown,N/A,Scaly,Gold,N/A,Compound,Regular Interval,Palmate (Hand-Like),Denticulate,Smooth,Cross-Venulate (Small Veins Connecting Secondary Veins),Whorls (3-5) & Clusters (6+),Rough,Green,N/A,Seeds,Fruit,Animal,Other,Complex,Small (5-10mm),Wavy,Waxy,Terminal,Other / Specific,Poly-Annual (2-7 Years),Smooth,Yellow,Spotted,10+,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Non-Edible,N/A,N/A,Edible,Steeped,N/A,Edible,Boiled,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Dried,N/A,
Algae,Avian,Plains / Savannah,Uncommon,Small Patch (1-12),Average (25cm-1m),Stem / Trunk,Ordered,Rhizoid,Smooth,Yellow,N/A,Smooth,Gold,N/A,Smooth,White,N/A,None,Regular Interval,Reniform (Kidney),Crenate,Sticky,Reticulate (Smaller Veins Forming a Network),Pairs (2),Flaky,Green,N/A,Budding / Fragmentation,Spore,Gravity,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,None,Non-Sentient,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Plains / Savannah & Mountains,Rare,Solitary (1-2),Average (25cm-1m),Stem / Trunk & Multiple Stems / Trunks,Random,Fibrous,Smooth,Silver,N/A,Smooth,Orange,N/A,Waxy,Blue,N/A,Broad,Random Interval,Pedate (Palmate Divided Latteral Lobes),Dentate,Hairy,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Clusters (6+),Smooth,Violet,N/A,Budding / Fragmentation,Grain,Animal,Spray,Sphere,Avg. (1-5cm),Oval,Velvety,Terminal,Sweet,Perennial (Yearly),Smooth,Orange,Blushed,1-3,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Roasted,N/A,Edible,Steeped,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Roasted,N/A,Medicinal / Other,Ground,Antibiotic,
Woody,Terrestrial,Plains / Savannah,Uncommon,Small Patch (1-12),Large (1-10m),Stem / Trunk,Radial,Fibrous,Rough,Green,N/A,Rough,Brown,N/A,Smooth,Green,N/A,Broad,Regular Interval,Obcordate (Heart Stem at Point),Lobate,Hairy,None,Pairs (2),Flaky,Brown,N/A,Seeds,Nut,Animal,Single,Cone,Large (5-10cm),Wavy,Velvety,Regular Interval,Sweet,Perennial (Yearly),Smooth,Green,Stripes,10+,5+,Photo / Chemo-Synthetic,Gravity,Sentient,Instinctual,Nutritious / Tasty,Raw,N/A,Edible,Raw,N/A,N/A,N/A,N/A,Nutritious / Tasty,Dried,N/A,Nutritious / Tasty,Raw,N/A,Non-Edible,N/A,N/A,
