1: Main Flora Type,1: Main Flora Type,2a: Aquatic Sub-Habitat or 2b: Other Sub-Habitat,2c: Rarity,3: Grouping,4: Size,5: Main Body,5a: Branches,5b: Roots,5c: Surface For Main Body,5d: Color For  Main Body,5e: Color Pattern For Main Body,5c: Surface For Branches,5d: Color For  Branches,5e: Color Pattern For Branches,5c: Surface For Roots,5d: Color For  Roots,5e: Color Pattern For Roots,6: Leaves,6a: Leaf Location,6b: Leaf Shape,6c: Leaf Margin,6c: Leaf Surface,6d: Leaf Venation,6e: Leaf Numbers,5c: Surface For Leaves,5d: Color For  Leaves,5e: Color Pattern For Leaves,7: Reproduction,7a: Seeds,7b: Primary Dispersal,7c: Flower Type,7d: Flower Shape,7e: Flower Size,7f: Pedal Shape,7g: Pedal Surface,7h: Flower Location,7i: Flower Scent,7j: Flower Frequency,5c: Surface For Flowers,5d: Color For  Flowers,7k: Flower Pattern,7l: Stamens,7m: Pistils,8: Diet,8a: Tropism,9: Sentience,9a: Sentience Type,10: Edibility For Leaves,10a: Edible Preparation For Leaves or 10c: Medicinal Preparation For Leaves,10b: Medicinal Properties For Leaves,10: Edibility For Flowers,10a: Edible Preparation For Flowers or 10c: Medicinal Preparation For Flowers,10b: Medicinal Properties For Flowers,10: Edibility For Fruit,10a: Edible Preparation For Fruit or 10c: Medicinal Preparation For Fruit,10b: Medicinal Properties For Fruit,10: Edibility For Bark,10a: Edible Preparation For Bark or 10c: Medicinal Preparation For Bark,10b: Medicinal Properties For Bark,10: Edibility For Stems,10a: Edible Preparation For Stems or 10c: Medicinal Preparation For Stems,10b: Medicinal Properties For Stems,10: Edibility For Roots,10a: Edible Preparation For Roots or 10c: Medicinal Preparation For Roots,10b: Medicinal Properties For Roots,
Algae,Aquatic,Fresh Water,Very Common,Small Patch (1-12),Average (25cm-1m),Colonial Mass,None,Tubers,Smooth,Green,N/A,Smooth,Yellow,N/A,Smooth,Green,N/A,None,Terminal,Linear (Parallel Margins & Elongate),Serate,Scaly,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Whorls (3-5),Smooth,Blue,N/A,Budding / Fragmentation,Spore,Wind,Single,Cone,Small (5-10mm),Blade & Blade,Waxy,Stem / Trunk,Sweet,Poly-Annual (2-7 Years),Smooth,Brown,Mottled,10+,0,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Rare,Solitary (1-2),Average (25cm-1m),Stem / Trunk,Random,Tap,Smooth,Red,N/A,Smooth,Yellow,N/A,Smooth,Orange,N/A,Broad,Random Interval,Acuminate (Taper to Long Point),Dentate,VelvetyDusty,Cross-Venulate (Small Veins Connecting Secondary Veins),Pairs (2),Scaly,Green,N/A,Budding / Fragmentation,Fruit,Water,Compound,Cone,Avg. (1-5cm),Blade,Smooth,Terminal,Sweet,Poly-Annual (2-7 Years),Smooth,Red,Solid,4-9,2-4,Photo / Chemo-Synthetic,None,Non-Sentient,N/A,Medicinal / Other,Juice,Emmenagogue,Medicinal / Other,Decoction,Alterative,Non-Edible,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Powder,Re-Roll,Edible,Raw,N/A,
Fungus,Sub-Terrestrial,Plains / Savannah,Uncommon,Medium Patch (12-120),Small (5-25cm),Multiple Stems / Trunks,None,Rhizoid,Smooth,Orange,N/A,Scaly,Brown,N/A,Smooth,Green,N/A,Compound,Terminal,Rhomboid (Diamond),Serate,Sticky & VelvetyDusty,Palmate (Several Primary Veins Diverging from a Point),Clusters (6+),Smooth,Red,N/A,Seeds,Other,Wind,Spray,Cone,Small (5-10mm),Wavy,Velvety,Terminal,Sweet,Annual (Once),Scaly,Green,Luminescent,4-9,0,Decay,Heat,Non-Sentient,N/A,Nutritious / Tasty,Ground,N/A,Edible,Ground,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Blanched,N/A,Edible,Steeped,N/A,
Woody,Terrestrial,Forest / Jungle,Common,Medium Patch (12-120),Huge (>10m),Stem / Trunk,Random,Fibrous,Waxy,Black,N/A,Rough,Black,N/A,Other,Green,N/A,Broad,Regular Interval,Acicular (Needle),Undulate,Smooth & Scaly,Reticulate (Smaller Veins Forming a Network),Pairs (2) & Singles (1),Rough,Green,N/A,Seeds,Spore,Wind,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Edible,Raw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Roasted,N/A,Non-Edible,N/A,N/A,Edible & Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Common,Small Patch (1-12),Average (25cm-1m),Multiple Stems / Trunks,Random,Bulb,Smooth,Grey,N/A,Scaly,Green,N/A,Smooth,Gold,N/A,Compound,Branch Points,Palmate (Hand-Like),Ciliate,VelvetyDusty,Arcute (Secondary Veins Bending Towards Apex),Clusters (6+),Scaly,Black,N/A,Seeds,Fruit,Animal,Pairs,Funnel,Tiny (<5mm),Blade,Smooth,Random Interval,Sweet,Poly-Annual (2-7 Years),Smooth,Green,Stripes,1-3,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Steeped,N/A,N/A,N/A,N/A,Nutritious / Tasty,Dried,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Plains / Savannah & Hills / Scrub,Common,Solitary (1-2),Average (25cm-1m),Stem / Trunk,Radial,Fibrous,Smooth,Green,N/A,Rough,Gold,N/A,Smooth,Black,N/A,Broad,Branch Points,Spatulate (Spoon),Crenate,Smooth,Palmate (Several Primary Veins Diverging from a Point),Clusters (6+),Scaly,Grey,N/A,Seeds,Nut,Animal,Single,Cone,Large (5-10cm),Blade,Smooth,Branch Points,Foul,Poly-Annual (2-7 Years),Smooth,Blue,Night Blooming,4-9,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Ointment,Carminative,Non-Edible,N/A,N/A,N/A,N/A,N/A,Edible,Ground,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Hills / Scrub,Common,Large Patch (120+),Average (25cm-1m),Multiple Stems / Trunks,Radial,Fibrous,Rough,Violet,N/A,Scaly,Grey,N/A,Waxy,Green,N/A,Broad,Branch Points,Falcate (Sickle),Serrulate,Scaly,Parallel (Veins Arranged Axially Not Intersecting),Pairs (2),Scaly,Yellow,N/A,Seeds,Nut,Gravity,Compound,Spike,Large (5-10cm),Oval & Oval,Dusty,Branch Points & Terminal,Sweet,Perennial (Yearly),Scaly,Violet,Patches,1-3,0,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Bath,Nauseant,Non-Edible,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Edible,Raw,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Common,Small Patch (1-12),Average (25cm-1m),Multiple Stems / Trunks,Radial,Tap,Smooth,Brown,N/A,Other,Grey,N/A,Smooth,Yellow,N/A,Compound & Compound,Terminal,Rhomboid (Diamond),Undulate,Scaly,Parallel (Veins Arranged Axially Not Intersecting),Singles (1),Smooth,Green,N/A,Seeds,Fruit,Animal,Single,Bell,Large (5-10cm),Wavy,Scaly,Random Interval,Musky,Poly-Annual (2-7 Years),Smooth,Green,Iridescent,4-9,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Steeped,N/A,Medicinal / Other,Juice,Appetizer,Medicinal / Other,Vapor / Smoke,Aperient,N/A,N/A,N/A,Edible,Ground,N/A,Edible,Roasted,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Common,Solitary (1-2),Average (25cm-1m),Stem / Trunk,Random,Tap,Waxy,Red,N/A,Other,White,N/A,Waxy,Red,N/A,Broad,Branch Points,Spear-Shaped (Pointed Barbbed-Base),Crenate,Smooth,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Whorls (3-5),Waxy,Grey,N/A,Seeds,Other,Water,Bunches,Funnel,Avg. (1-5cm),Oval,Velvety,Terminal,Sweet,Annual (Once),Smooth,Grey,Stripes,1-3,2-4,Other,Light,Non-Sentient,N/A,Medicinal / Other,Bath,Antiscrufulous,Medicinal / Other,Fomentation,Vermifuge,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Edible,Roasted,N/A,
Herbaceous,Terrestrial,Hills / Scrub,Uncommon,Medium Patch (12-120),Average (25cm-1m),Multiple Stems / Trunks & Stem / Trunk,Radial,Fibrous,Other,Green,N/A,Smooth,Brown,N/A,Flaky,Green,N/A,Blades,Terminal,Flabellate (Fan Shaped),Undulate,Sticky,None,Pairs (2),Smooth,Green,N/A,Seeds,Fruit,Animal,Pairs,Bell,Avg. (1-5cm),Round,Smooth,Random Interval,Sweet,Perennial (Yearly),Waxy,White,Luminescent,1-3,5+,Photo / Chemo-Synthetic,None,Non-Sentient,N/A,Edible,Boiled,N/A,Medicinal / Other,Wash,Galactagogue,Non-Edible,N/A,N/A,N/A,N/A,N/A,Edible,Dried,N/A,Medicinal / Other,Juice,Errihine,
Fungus,Terrestrial,Forest / Jungle & Plains / Savannah,Common,Small Patch (1-12),Tiny (<5cm),Multiple Stems / Trunks,Random,Rhizoid,Rough,Green,N/A,Smooth,Gold,N/A,Smooth,Blue,N/A,Broad,Terminal,Lanceolate (Pointed at Both Ends),Ciliate,Smooth,Palmate (Several Primary Veins Diverging from a Point),Singles (1),Other,Grey,N/A,Seeds,Spore,Wind,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Decay,None,Non-Sentient,N/A,Nutritious / Tasty,Raw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Edible,Dried,N/A,
Woody,Terrestrial,Forest / Jungle,Common,Solitary (1-2),Average (25cm-1m),Multiple Stems / Trunks & Stem / Trunk,Radial,Tap,Smooth,Grey,N/A,Rough,Yellow,N/A,Smooth,Copper,N/A,Broad,Regular Interval,Acuminate (Taper to Long Point),Serate,Sticky,Dichotomous (Veins Branching in Symmetric Pairs),Whorls (3-5) & Singles (1),Waxy,White,N/A,Suckers,Fruit,Animal,Spray,Bell,Large (5-10cm),Oval,Dusty,Stem / Trunk,Sweet,Annual (Once),Flaky,Orange,Mimicry,10+,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Crushed,Anodyne,Medicinal / Other & Nutritious / Tasty,N/A,N/A,Non-Edible,N/A,N/A,Edible,Boiled,N/A,Medicinal / Other,Syrup,Antibiotic,Nutritious / Tasty,Raw,N/A,
Woody,Terrestrial,Hills / Scrub,Very Common,Medium Patch (12-120),Large (1-10m),Multiple Stems / Trunks,Ordered,Advantageous,Flaky,Green,N/A,Smooth,Green,N/A,Flaky,Green,N/A,Broad,Terminal,Poly-Foliate (2-7 Leaflets),Smooth,Sticky,Reticulate (Smaller Veins Forming a Network),Whorls (3-5),Waxy,Black,N/A,Seeds,Fruit,Animal,Pairs,Cone,Large (5-10cm),Round,Hairy,Random Interval & Random Interval,Sweet,Poly-Annual (2-7 Years),Smooth,Copper,Phases,4-9,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Steeped,N/A,Edible,Ground,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Dried,N/A,Medicinal / Other,Cold Extract,Re-Roll,Edible,Boiled,N/A,
Woody,Terrestrial,Forest / Jungle,Rare,Small Patch (1-12),Small (5-25cm),Stem / Trunk,Radial,Rhizoid,Smooth,Silver,N/A,Rough,Blue,N/A,Flaky,White,N/A,Broad,Terminal,Acicular (Needle),Denticulate,Scaly,Dichotomous (Veins Branching in Symmetric Pairs),Clusters (6+),Rough,Grey,N/A,Seeds,Spore,Wind,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Parasitic,Light,Non-Sentient,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Crushed,Depurative,Non-Edible,N/A,N/A,
Herbaceous,Sub-Terrestrial,Marsh / Swamp / Bog,Uncommon,Small Patch (1-12),Small (5-25cm),Creeper Vine,None,Tap,Rough,Green & Yellow,Patches,Smooth,Grey,N/A,Scaly,Violet,N/A,Broad,Regular Interval,Acuminate (Taper to Long Point),Undulate,Sticky,Palmate (Several Primary Veins Diverging from a Point),Singles (1),Smooth,Orange,N/A,Seeds,Grain,Animal,Spray,Bell,Large (5-10cm),Blade,Smooth,Regular Interval,Sweet,Perennial (Yearly),Waxy,Green,Mottled,1-3,1,Other,Touch,Non-Sentient,N/A,Medicinal / Other,Fomentation,Wax,Edible,Roasted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Grated,Acrid,Non-Edible,N/A,N/A,
Algae,Sub-Terrestrial,Desert / Waste,Common,Medium Patch (12-120),Average (25cm-1m),Colonial Mass,None,Rhizoid,Flaky,Copper & Yellow,Patches,Smooth,Gold,N/A,Flaky,Green,N/A,None,Regular Interval,Hastatae (Triangular Basal Lobes),Sinuate,Scaly,Palmate (Several Primary Veins Diverging from a Point),Singles (1),Smooth,Green,N/A,Budding / Fragmentation,Spore,Animal,Bunches,Cone,Avg. (1-5cm),Blade,Smooth,Regular Interval & Random Interval,Foul,Perennial (Yearly),Smooth,Green,Luminescent,1-3,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Tincture,Astringent,Edible,Blanched,N/A,
Herbaceous,Sub-Terrestrial,Forest / Jungle,Uncommon,Solitary (1-2),Average (25cm-1m),Stem / Trunk,Random,Fibrous,Smooth,Red,N/A,Smooth,Red,N/A,Scaly,Gold,N/A,Blades,Regular Interval,Acuminate (Taper to Long Point),Serate,Scaly,Parallel (Veins Arranged Axially Not Intersecting),Clusters (6+),Smooth,Brown,N/A,Budding / Fragmentation,Grain,Animal,Bunches,Funnel,Large (5-10cm),Round,Scaly,Terminal,Musky,Annual (Once),Smooth,Silver,Spotted,4-9,0,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Bath,Cathartic,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Wash,Vulnerary,Medicinal / Other,Cold Compress,Specific,
Herbaceous,Terrestrial,Plains / Savannah,Common,Solitary (1-2),Average (25cm-1m),Creeper Vine,None,Tap,Smooth,White,N/A,Smooth,Silver,N/A,Smooth,White,N/A,Blades,Terminal,Truncate (Squared off Apex),Lobate,VelvetyDusty,Cross-Venulate (Small Veins Connecting Secondary Veins),Clusters (6+),Waxy,Violet,N/A,Suckers,Spore,Wind,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,None,Non-Sentient,N/A,Medicinal / Other,Vapor / Smoke,Cathartic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Ground,Rubefacient,Medicinal / Other,Fomentation,Rubefacient,
Fungus,Terrestrial,Forest / Jungle,Uncommon,Large Patch (120+),Average (25cm-1m),Colonial Mass,Ordered,Rhizoid,Smooth,White,N/A,Rough,Green,N/A,Flaky,Green,N/A,Compound,Terminal,Poly-Foliate (2-7 Leaflets),Smooth,Smooth,Arcute (Secondary Veins Bending Towards Apex),Singles (1),Smooth,Green,N/A,Seeds,Spore,Wind,Other,Cone,Avg. (1-5cm),Blade,Dusty,Branch Points,Sweet,Poly-Annual (2-7 Years),Smooth,Yellow,Blushed,10+,0,Decay,Heat,Non-Sentient,N/A,Edible,Ground,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Steeped,N/A,
Algae,Sub-Terrestrial,Forest / Jungle,Uncommon,Solitary (1-2),Large (1-10m),Colonial Mass,Random,Rhizoid,Smooth,Gold,N/A,Rough,Yellow,N/A,Rough,Grey,N/A,None,Regular Interval,Flabellate (Fan Shaped),Smooth,Smooth,Palmate (Several Primary Veins Diverging from a Point),Clusters (6+),Flaky,Copper,N/A,Budding / Fragmentation,Spore,Wind,Single,Funnel,Tiny (<5mm),Curly,Velvety & Velvety,Random Interval,Musky,Poly-Annual (2-7 Years),Smooth,Orange,Blushed,4-9,0,Photo / Chemo-Synthetic,None,Non-Sentient,N/A,N/A,N/A,N/A,Edible,Raw,N/A,N/A,N/A,N/A,Non-Edible & Non-Edible,N/A,N/A,Edible & Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Uncommon,Solitary (1-2),Average (25cm-1m),Stem / Trunk,Radial,Fibrous,Scaly,Brown,N/A,Smooth,Orange,N/A,Waxy,Green,N/A,Broad,Stem / Trunk,Cordate (Heart Stem in Cleft),Dentate,Scaly,Palmate (Several Primary Veins Diverging from a Point),Clusters (6+),Smooth,Yellow,N/A,Seeds,Grain,Gravity,Other,Funnel,Small (5-10mm),Wavy,Dusty,Stem / Trunk,None,Annual (Once),Smooth,Green,Phases,4-9,0,Decay,Gravity,Non-Sentient,N/A,Medicinal / Other,Fomentation,Refridgerant,Medicinal / Other,Syrup,Antilithic,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Roasted,N/A,Edible,Blanched,N/A,
Fungus,Sub-Terrestrial,Forest / Jungle,Very Rare,Small Patch (1-12),Tiny (<5cm),Stem / Trunk,None,Rhizoid,Flaky,Brown,N/A,Smooth,Blue & White,Spotted,Smooth,Violet,N/A,Needles & Scales,Terminal,Palmate (Hand-Like),Smooth,VelvetyDusty,Arcute (Secondary Veins Bending Towards Apex),Clusters (6+),Other,Gold,N/A,Seeds,Spore,Animal,Pairs,Complex,Huge (>10cm),Oval,Hairy,Random Interval,Sweet,Perennial (Yearly),Scaly,Green,Spotted,4-9,2-4,Decay,Light,Non-Sentient,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Dried,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Marsh / Swamp / Bog,Common,Medium Patch (12-120),Average (25cm-1m),Multiple Stems / Trunks,Random,Tap,Smooth,Yellow,N/A,Smooth,Copper & Green,Mottled,Waxy,Green,N/A,Blades,Terminal,Hastatae (Triangular Basal Lobes),Sinuate,Smooth,Arcute (Secondary Veins Bending Towards Apex),Whorls (3-5),Smooth,Grey,N/A,Seeds,Nut,Wind,Other,Bell,Huge (>10cm),Toothed,Velvety,Branch Points,Foul,Poly-Annual (2-7 Years),Flaky,Green,Solid,0,1,Decay,Light,Non-Sentient,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Dried,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Poultice,Oil,Medicinal / Other,Essence,Carminative,
Herbaceous,Aquatic,Brackish,Very Common,Solitary (1-2),Average (25cm-1m),Colonial Mass,None,Rhizoid,Smooth,Orange,N/A,Smooth,Copper,N/A,Smooth,Silver,N/A,Broad,Branch Points,Cordate (Heart Stem in Cleft),Smooth,Waxy,Cross-Venulate (Small Veins Connecting Secondary Veins),Clusters (6+),Scaly,Black,N/A,Seeds,Grain,Gravity,Bunches,Spike,Tiny (<5mm),Toothed,Veined,Branch Points,Other / Specific,Annual (Once),Smooth,Green,Solid,0,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Raw,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Herbaceous,Aquatic,Fresh Water,Uncommon,Medium Patch (12-120),Small (5-25cm),Creeper Vine,Radial,Tap,Other,White,N/A,Waxy,Blue,N/A,Waxy,Yellow,N/A,Compound,Random Interval,Obovate (Egg Narrow at Base),Serate,Hairy,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Clusters (6+),Smooth,Brown,N/A,Seeds,Spore,Wind,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Parasitic,Gravity,Non-Sentient,N/A,Medicinal / Other,Tincture,Anticoagulant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Boiled,N/A,Medicinal / Other,Syrup,Detergent,
Woody,Terrestrial,Forest / Jungle,Uncommon,Medium Patch (12-120),Large (1-10m),Stem / Trunk,Random,Advantageous,Rough,Silver,N/A,Smooth,Silver,N/A,Rough,Red,N/A,Broad,Random Interval,Cordate (Heart Stem in Cleft),Sinuate,Sticky,Reticulate (Smaller Veins Forming a Network),Pairs (2),Smooth,Brown,N/A,Seeds,Fruit,Animal,Bunches,Cone,Avg. (1-5cm),Oval,Smooth,Regular Interval,Musky,Annual (Once),Smooth,Orange,Blushed,0,2-4,Photo / Chemo-Synthetic,Heat,Non-Sentient,N/A,Edible,Raw,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Roasted,N/A,Edible,Raw,N/A,Nutritious / Tasty,Roasted,N/A,
Woody,Terrestrial,Marsh / Swamp / Bog,Uncommon,Medium Patch (12-120),Average (25cm-1m),Multiple Stems / Trunks,Radial,Fibrous,Scaly,Blue,N/A,Rough,Black,N/A,Rough,Yellow,N/A,Broad,Terminal,Spear-Shaped (Pointed Barbbed-Base),Smooth,Scaly,Dichotomous (Veins Branching in Symmetric Pairs),Singles (1),Smooth,Silver,N/A,Seeds,Fruit,Water,Single,Disc,Avg. (1-5cm),Oval,Dusty,Terminal,Sweet,Annual (Once),Rough,Green,Luminescent,10+,2-4,Parasitic,Light,Non-Sentient,N/A,Edible,Roasted,N/A,Nutritious / Tasty,Roasted,N/A,Medicinal / Other,Infusion,Re-Roll,Edible,Roasted,N/A,Non-Edible,N/A,N/A,Edible,Raw,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Very Common,Large Patch (120+),Average (25cm-1m),Stem / Trunk,Random,None,Smooth,Brown,N/A,Waxy,Copper,N/A,Other,Silver,N/A,Broad,Stem / Trunk,Acuminate (Taper to Long Point),Smooth,Error: Roll Out of Range,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Pairs (2),Flaky,Green,N/A,Seeds,Spore,Animal,Pairs,Sphere,Avg. (1-5cm),Round,Velvety,Branch Points,Foul,Annual (Once),Flaky,Brown,Night Closing,1-3,2-4,Photo / Chemo-Synthetic,None,Non-Sentient,N/A,Nutritious / Tasty,Dried,N/A,Medicinal / Other,Vapor / Smoke,Demulcent,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Ground,Colorant,Nutritious / Tasty,Raw,N/A,
Herbaceous,Terrestrial,Desert / Waste,Uncommon,Solitary (1-2),Large (1-10m),Creeper Vine,Radial,Tap,Smooth,Green,N/A,Smooth,White,N/A,Smooth,Green,N/A,Compound,Branch Points,Obovate (Egg Narrow at Base),Sinuate,Scaly & Sticky,Reticulate (Smaller Veins Forming a Network),Whorls (3-5),Other,Silver,N/A,Seeds,Spore,Wind,Bunches,Spike,Avg. (1-5cm),Curly & Feathery,Hairy,Regular Interval,Sweet,Perennial (Yearly),Other,Grey,Mimicry & Mimicry,4-9,1,Photo / Chemo-Synthetic,None,Non-Sentient,N/A,Nutritious / Tasty,Dried,N/A,Medicinal / Other,Powder,Calmative,N/A,N/A,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Poultice,Oxytocic,Nutritious / Tasty,Roasted,N/A,
Herbaceous,Aquatic,Fresh Water,Rare,Medium Patch (12-120),Large (1-10m),Stem / Trunk,Random,Rhizoid,Smooth,Yellow,N/A,Smooth,Brown,N/A,Smooth,Green,N/A,Broad,Branch Points,Truncate (Squared off Apex),Ciliate,VelvetyDusty,Pinnate (Secondary Veins Paired Oppositely),Clusters (6+),Smooth,Blue,N/A,Suckers,Grain,Gravity,Compound,Bell,Avg. (1-5cm),Wavy,Velvety,Branch Points,Sweet,Perennial (Yearly),Smooth,Brown,Iridescent,4-9,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Edible,Raw,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Edible,Dried,N/A,Medicinal / Other,Poultice,Antiperodic,
Herbaceous,Terrestrial,Plains / Savannah,Very Common,Medium Patch (12-120),Average (25cm-1m),Multiple Stems / Trunks,None,Tap,Smooth,Grey,N/A,Smooth,Copper,N/A,Waxy,Green,N/A,Compound,Stem / Trunk,Truncate (Squared off Apex),Undulate,Waxy,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Singles (1),Scaly,White,N/A,Seeds,Spore,Wind,Pairs,Sphere,Tiny (<5mm),Blade,Waxy,Random Interval,Sweet,Perennial (Yearly),Waxy,Brown,Stripes,4-9,5+,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Bath,Anaphrodisiac,Nutritious / Tasty,Dried,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Boiled,N/A,Edible,Steeped,N/A,
Herbaceous,Terrestrial,Hills / Scrub,Uncommon,Medium Patch (12-120),Average (25cm-1m),Creeper Vine,Radial,Rhizoid,Smooth,Yellow,N/A,Smooth,Red,N/A,Smooth,Brown,N/A,Compound,Regular Interval,Palmate (Hand-Like),Smooth,VelvetyDusty,Cross-Venulate (Small Veins Connecting Secondary Veins),Clusters (6+),Smooth,Yellow,N/A,Seeds,Fruit,Wind,Compound,Spike,Avg. (1-5cm),Wavy,Velvety,Terminal,Musky,Perennial (Yearly),Waxy,Orange,Patches,4-9,0,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Ground,N/A,Edible,Ground,N/A,Edible,Blanched,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Dried,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Rare,Large Patch (120+),Average (25cm-1m),Creeper Vine,Random,Fibrous,Smooth,White,N/A,Smooth,Brown,N/A,Smooth,Silver,N/A,Broad,Terminal,Poly-Foliate (2-7 Leaflets),Spiny,Waxy,Arcute (Secondary Veins Bending Towards Apex),Pairs (2) & Pairs (2),Scaly,Yellow,N/A,Seeds,Fruit,Animal,Other,Funnel,Small (5-10mm),Curly,Velvety,Random Interval,Sweet,Poly-Annual (2-7 Years),Waxy,White,Translucent,10+,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Boiled,N/A,Medicinal / Other,Ground,Colorant,N/A,N/A,N/A,Non-Edible & Edible,N/A,N/A,Nutritious / Tasty,Raw,N/A,
